Number,Status,Product Name,Description,Main Brand,Sub Brand,Product Link,MPN,SKU,Updated,Colour,Style,Size,Style-Colour-Size,PLU,Product,Usman_GS1
5060474529594,Active,"D-74, RED COW MAGGIE",D-74 RED COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:26:15,red,d-74,,d-74-red-,0004032700,,
5061042995766,Active,D-74 | RED | Size:ONE SIZE,D-74 | RED | Size:ONE SIZE | Leather Vintage Wash Backpack Red : D-74,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/backpacks-c89/leather-vintage-wash-backpack-red-d-74-p4261,,0004032700,02/02/2024 13:44:25,red,d-74,,d-74-red-,0004032700,,
5060474529624,Active,"D-75, COGNAC COW MAGGIE",D-75 COGNAC COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:31:36,cognac,d-75,,d-75-cognac-,0004033000,D-75 COGNAC,Yes
5061042995780,Active,D-75 | COGNAC | Size:ONE SIZE,D-75 | COGNAC | Size:ONE SIZE | Vintage Woven Leather Bag Cognac :  D-75,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-leather-bag-cognac-d-75-p4263,,0004033000,02/02/2024 14:07:38,cognac,d-75,,d-75-cognac-,0004033000,,
5060474529631,Active,"D-75, TAUPE COW MAGGIE",D-75 TAUPE COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:32:04,taupe,d-75,,d-75-taupe-,0004033100,D-75 TAUPE,Yes
5061042995834,Active,D-75 | TAUPE | Size:ONE SIZE,D-75 | TAUPE | Size:ONE SIZE | Vintage Woven Leather Bag Taupe:  D-75,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-leather-bag-taupe-d-75-p4268,,0004033100,02/02/2024 14:16:56,taupe,d-75,,d-75-taupe-,0004033100,,
5060474529648,Active,"D-75, NAVY COW MAGGIE",D-75 NAVY COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:32:25,navy,d-75,,d-75-navy-,0004033200,D-75 NAVY,Yes
5061042995810,Active,D-75 | NAVY | Size:ONE SIZE,D-75 | NAVY | Size:ONE SIZE | Vintage Woven Leather Bag Navy :  D-75,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-bag-navy-d-75-p4266,,0004033200,02/02/2024 14:15:01,navy,d-75,,d-75-navy-,0004033200,,
5060474529655,Active,"D-75, RED COW MAGGIE",D-75 RED COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:32:53,red,d-75,,d-75-red-,0004033300,D-75 RED,Yes
5061042995827,Active,D-75 | RED | Size:ONE SIZE,D-75 | RED | Size:ONE SIZE | Vintage Woven Leather Bag Red:  D-75,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-leather-bag-red-d-75-p4267,,0004033300,02/02/2024 14:15:57,red,d-75,,d-75-red-,0004033300,,
5060474529686,Active,"D-76, COGNAC COW MAGGIE",D-76 COGNAC COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:34:26,cognac,d-76,,d-76-cognac-,0004033600,D-76 COGNAC,Yes
5061042995858,Active,D-76 | COGNAC | Size:ONE SIZE,D-76 | COGNAC | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Cognac :  D-76,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-cognac-d-76-p4269,,0004033600,02/02/2024 15:12:04,cognac,d-76,,d-76-cognac-,0004033600,,
5060474529693,Active,"D-76, TAUPE COW MAGGIE",D-76 TAUPE COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:34:48,taupe,d-76,,d-76-taupe-,0004033700,D-76 TAUPE,Yes
5061042995896,Active,D-76 | TAUPE | Size:ONE SIZE,D-76 | TAUPE | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Taupe :  D-76,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-taupe-d-76-p4274,,0004033700,02/02/2024 15:16:56,taupe,d-76,,d-76-taupe-,0004033700,,
5060474529716,Active,"D-76, RED COW MAGGIE",D-76 RED COW MAGGIE LEATHER BAG,ASHWOOD,,,,,24/07/2020 12:35:35,red,d-76,,d-76-red-,0004033900,D-76 RED,Yes
5061042995889,Active,D-76 | RED | Size:ONE SIZE,D-76 | RED | Size:ONE SIZE | Vintage Woven Classic Leather Crossbody Bag Red :  D-76,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vintage-woven-classic-leather-crossbody-bag-red-d-76-p4273,,0004033900,02/02/2024 15:15:28,red,d-76,,d-76-red-,0004033900,,
5060474529747,Active,"D-80, COGNAC COW MAGGIE","D-80, COGNAC COW MAGGIE LEATHER PURSE",ASHWOOD,,,,,24/07/2020 12:47:37,cognac,d-80,,d-80-cognac-,0004034500,D-80 COGNAC,Yes
5061042996046,Active,D-80 | COGNAC | Size:ONE SIZE,D-80 | COGNAC | Size:ONE SIZE | Vintage Woven Leather Zip Around Small  6 Card Coin Purse Cognac :  D-80,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/vintage-woven-leather-zip-around-small-6-card-coin-purse-cognac-d-80-p4275,,0004034500,05/02/2024 16:39:51,cognac,d-80,,d-80-cognac-,0004034500,,
5060474529754,Active,"D-80, TAUPE COW MAGGIE",D-80 TAUPE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:48:07,taupe,d-80,,d-80-taupe-,0004034600,D-80 TAUPE,Yes
5061042996084,Active,D-80 | TAUPE | Size:ONE SIZE,D-80 | TAUPE | Size:ONE SIZE | Vintage Woven Leather Zip Around Small  6 Card Coin Purse Taupe :  D-80,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/vintage-woven-leather-zip-around-small-6-card-coin-purse-taupe-d-80-p4282,,0004034600,05/02/2024 16:46:40,taupe,d-80,,d-80-taupe-,0004034600,,
5060474529761,Active,"D-80, NAVY COW MAGGIE",D-80 NAVY COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:48:29,navy,d-80,,d-80-navy-,0004034700,D-80 NAVY,Yes
5061042996060,Active,D-80 | NAVY | Size:ONE SIZE,D-80 | NAVY | Size:ONE SIZE | Vintage Woven Leather Zip Around Small  6 Card Coin Purse Navy :  D-80,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/vintage-woven-leather-zip-around-small-6-card-coin-purse-navy-d-80-p4279,,0004034700,05/02/2024 16:44:02,navy,d-80,,d-80-navy-,0004034700,,
5060474529778,Active,"D-80, RED COW MAGGIE",D-80 RED COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:48:58,red,d-80,,d-80-red-,0004034800,D-80 RED,Yes
5061042996077,Active,D-80 | RED | Size:ONE SIZE,D-80 | RED | Size:ONE SIZE | Vintage Woven Leather Zip Around Small  6 Card Coin Purse Red :  D-80,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/vintage-woven-leather-zip-around-small-6-card-coin-purse-red-d-80-p4281,,0004034800,05/02/2024 16:45:13,red,d-80,,d-80-red-,0004034800,,
5060474529785,Active,"D-80, YELLOW COW MAGGIE",D-80 YELLOW COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:49:22,yellow,d-80,,d-80-yellow-,0004034900,D-80 YELLOW,Yes
5061042996114,Active,D-80 | YELLOW | Size:ONE SIZE,D-80 | YELLOW | Size:ONE SIZE | Vintage Woven Leather Zip Around Small  6 Card Coin Purse Yellow :  D-80,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/vintage-woven-leather-zip-around-small-6-card-coin-purse-yellow-d-80-p4283,,0004034900,05/02/2024 16:52:57,yellow,d-80,,d-80-yellow-,0004034900,,
5060474529792,Active,"D-80, ORANGE COW MAGGIE",D-80 ORANGE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:49:45,orange,d-80,,d-80-orange-,0004035000,D-80 ORANGE,Yes
5061042996107,Active,D-80 | ORANGE | Size:ONE SIZE,D-80 | ORANGE | Size:ONE SIZE | 00040350,Ashwood,,https://www.leathercompany.co.uk/ashwood-00040350-orange-p9240,,0004035000,05/02/2024 16:52:09,orange,d-80,,d-80-orange-,0004035000,,
5060474529839,Active,"D-81, COGNAC COW MAGGIE",D-81 COGNAC COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:54:45,cognac,d-81,,d-81-cognac-,0004035400,D-81 COGNAC,Yes
5061042996145,Active,D-81 | COGNAC | Size:ONE SIZE,D-81 | COGNAC | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse Cognac :  D-81,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-10-card-coin-note-purse-cognac-d-81-p4284,,0004035400,06/02/2024 11:17:45,cognac,d-81,,d-81-cognac-,0004035400,,
5060474529846,Active,"D-81, TAUPE COW MAGGIE",D-81 TAUPE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:55:11,taupe,d-81,,d-81-taupe-,0004035500,D-81 TAUPE,Yes
5061042996183,Active,D-81 | TAUPE | Size:ONE SIZE,D-81 | TAUPE | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse Taupe:  D-81,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-10-card-coin-note-purse-taupe-d-81-p4291,,0004035500,06/02/2024 11:28:17,taupe,d-81,,d-81-taupe-,0004035500,,
5060474529853,Active,"D-81, NAVY COW MAGGIE",D-81 NAVY COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:55:47,navy,d-81,,d-81-navy-,0004035600,D-81 NAVY,Yes
5061042996169,Active,D-81 | NAVY | Size:ONE SIZE,D-81 | NAVY | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse Navy :  D-81,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-10-card-coin-note-purse-navy-d-81-p4288,,0004035600,06/02/2024 11:20:05,navy,d-81,,d-81-navy-,0004035600,,
5060474529860,Active,"D-81, RED COW MAGGIE",D-81 RED COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:56:08,red,d-81,,d-81-red-,0004035700,D-81 RED,Yes
5061042996176,Active,D-81 | RED | Size:ONE SIZE,D-81 | RED | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse Red :  D-81,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-10-card-coin-note-purse-red-d-81-p4290,,0004035700,06/02/2024 11:27:32,red,d-81,,d-81-red-,0004035700,,
5060474529877,Active,"D-81, YELLOW COW MAGGIE",D-81 YELLOW COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:56:30,yellow,d-81,,d-81-yellow-,0004035800,D-81 YELLOW,Yes
5061042996213,Active,D-81 | YELLOW | Size:ONE SIZE,D-81 | YELLOW | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse Yellow :  D-81,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-10-card-coin-note-purse-yellow-d-81-p4292,,0004035800,06/02/2024 11:31:03,yellow,d-81,,d-81-yellow-,0004035800,,
5060474529884,Active,"D-81, ORANGE COW MAGGIE",D-81 ORANGE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:56:53,orange,d-81,,d-81-orange-,0004035900,D-81 ORANGE,Yes
5061042996206,Active,D-81 | ORANGE | Size:ONE SIZE,D-81 | ORANGE | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 10 Card Coin Note Purse Orange :  D-81,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-10-card-coin-note-purse-orange-d-81-p4289,,0004035900,06/02/2024 11:30:19,orange,d-81,,d-81-orange-,0004035900,,
5060474529921,Active,"D-82, COGNAC COW MAGGIE",D-82 COGNAC COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 12:59:37,cognac,d-82,,d-82-cognac-,0004036300,D-82 COGNAC,Yes
5061042996244,Active,D-82 | COGNAC | Size:ONE SIZE,D-82 | COGNAC | Size:ONE SIZE | Vintage Woven Leather 7 Card Purse Cognac :  D-82,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/purses-c22/vintage-woven-leather-7-card-purse-cognac-d-82-p6382,,0004036300,06/02/2024 13:55:05,cognac,d-82,,d-82-cognac-,0004036300,,
5060474529938,Active,"D-82, TAUPE COW MAGGIE",D-82 TAUPE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 13:00:27,taupe,d-82,,d-82-taupe-,0004036400,D-82 TAUPE,Yes
5061042996275,Active,D-82 | TAUPE | Size:ONE SIZE,D-82 | TAUPE | Size:ONE SIZE | Vintage Woven Leather 7 Card Purse Taupe :  D-82,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/purses-c22/vintage-woven-leather-7-card-purse-taupe-d-82-p6383,,0004036400,06/02/2024 14:03:44,taupe,d-82,,d-82-taupe-,0004036400,,
5060474529945,Active,"D-82, NAVY COW MAGGIE",D-82 NAVY COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 13:00:49,navy,d-82,,d-82-navy-,0004036500,D-82 NAVY,Yes
5061042996268,Active,D-82 | NAVY | Size:ONE SIZE,D-82 | NAVY | Size:ONE SIZE | Vintage Woven Leather 7 Card Purse Navy:  D-82,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-7-card-purse-navy-d-82-p6159,,0004036500,06/02/2024 13:59:05,navy,d-82,,d-82-navy-,0004036500,,
5060474529952,Active,"D-82, RED COW MAGGIE",D-82 RED COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 13:01:16,red,d-82,,d-82-red-,0004036600,D-82 RED,Yes
5061042996312,Active,D-82 | RED | Size:ONE SIZE,D-82 | RED | Size:ONE SIZE | Vintage Woven Leather 7 Card Purse Red:  D-82,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-7-card-purse-red-d-82-p6161,,0004036600,06/02/2024 14:18:37,red,d-82,,d-82-red-,0004036600,,
5060474529969,Active,"D-82, YELLOW COW MAGGIE",D-82 YELLOW COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 13:01:54,yellow,d-82,,d-82-yellow-,0004036700,D-82 YELLOW,Yes
5061042996305,Active,D-82 | YELLOW | Size:ONE SIZE,D-82 | YELLOW | Size:ONE SIZE | Vintage Woven Leather 7 Card Purse Yellow:  D-82,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-7-card-purse-yellow-d-82-p6162,,0004036700,06/02/2024 14:07:20,yellow,d-82,,d-82-yellow-,0004036700,,
5060474529976,Active,"D-82, ORANGE COW MAGGIE",D-82 ORANGE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 13:02:14,orange,d-82,,d-82-orange-,0004036800,D-82 ORANGE,Yes
5061042996299,Active,D-82 | ORANGE | Size:ONE SIZE,D-82 | ORANGE | Size:ONE SIZE | Vintage Woven Leather 7 Card Purse Orange:  D-82,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-7-card-purse-orange-d-82-p6160,,0004036800,06/02/2024 14:06:03,orange,d-82,,d-82-orange-,0004036800,,
5060474529983,Active,"D-82, GREEN COW MAGGIE",D-82 GREEN COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,24/07/2020 13:02:39,green,d-82,,d-82-green-,0004036900,D-82 GREEN,Yes
5061049605057,Active,D-82 | GREEN | Size:ONE SIZE,D-82 | GREEN | Size:ONE SIZE | Vintage Woven Leather 7 Card Purse Green:  D-82,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-7-card-purse-green-d-82-p6158,,0004036900,27/03/2024 12:32:17,green,d-82,,d-82-green-,0004036900,,
5060821280017,Active,"D-83, COGNAC COW MAGGIE",D-83 COGNAC COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:07:54,cognac,d-83,,d-83-cognac-,0004037200,D-83 COGNAC,Yes
5061042996343,Active,D-83 | COGNAC | Size:ONE SIZE,D-83 | COGNAC | Size:ONE SIZE | Vintage Woven Leather Medium 18 Card Purse Cognac :  D-83,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/medium-purses-c95/vintage-woven-leather-medium-18-card-purse-cognac-d-83-p4293,,0004037200,06/02/2024 16:19:31,cognac,d-83,,d-83-cognac-,0004037200,,
5060821280024,Active,"D-83, TAUPE COW MAGGIE",D-83 TAUPE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:08:18,taupe,d-83,,d-83-taupe-,0004037300,D-83 TAUPE,Yes
5061042996381,Active,D-83 | TAUPE | Size:ONE SIZE,D-83 | TAUPE | Size:ONE SIZE | Vintage Woven Leather Medium 18 Card Purse Taupe:  D-83,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/medium-purses-c95/vintage-woven-leather-medium-18-card-purse-taupe-d-83-p4300,,0004037300,06/02/2024 16:24:23,taupe,d-83,,d-83-taupe-,0004037300,,
5060821280031,Active,"D-83, NAVY COW MAGGIE",D-83 NAVY COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:08:36,navy,d-83,,d-83-navy-,0004037400,D-83 NAVY,Yes
5061042996367,Active,D-83 | NAVY | Size:ONE SIZE,D-83 | NAVY | Size:ONE SIZE | Vintage Woven Leather Medium 18 Card Purse Navy :  D-83,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/medium-purses-c95/vintage-woven-leather-medium-18-card-purse-navy-d-83-p4297,,0004037400,06/02/2024 16:21:20,navy,d-83,,d-83-navy-,0004037400,,
5060821280048,Active,"D-83, RED COW MAGGIE",D-83 RED COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:08:52,red,d-83,,d-83-red-,0004037500,D-83 RED,Yes
5061042996374,Active,D-83 | RED | Size:ONE SIZE,D-83 | RED | Size:ONE SIZE | Vintage Woven Leather Medium 18 Card Purse Red:  D-83,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/medium-purses-c95/vintage-woven-leather-medium-18-card-purse-red-d-83-p4299,,0004037500,06/02/2024 16:23:07,red,d-83,,d-83-red-,0004037500,,
5060821280062,Active,"D-83, ORANGE COW MAGGIE",D-83 ORANGE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:09:39,orange,d-83,,d-83-orange-,0004037700,D-83 ORANGE,Yes
5061042996404,Active,D-83 | ORANGE | Size:ONE SIZE,D-83 | ORANGE | Size:ONE SIZE | ,Ashwood,,,,0004037700,06/02/2024 16:26:14,orange,d-83,,d-83-orange-,0004037700,,
5060821280079,Active,"D-83, GREEN COW MAGGIE",D-83 GREEN COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:09:59,green,d-83,,d-83-green-,0004037800,D-83 GREEN,Yes
5061042996398,Active,D-83 | GREEN | Size:ONE SIZE,D-83 | GREEN | Size:ONE SIZE | ,Ashwood,,,,0004037800,06/02/2024 16:25:23,green,d-83,,d-83-green-,0004037800,,
5060821280109,Active,"D-84, COGNAC COW MAGGIE",D-84 COGNAC COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:11:31,cognac,d-84,,d-84-cognac-,0004038100,D-84 COGNAC,Yes
5061042999443,Active,D-84 | COGNAC | Size:ONE SIZE,D-84 | COGNAC | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 22 Card Coin Note Purse Cognac :  D-84,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-cognac-d-84-p4302,,0004038100,06/02/2024 13:07:41,cognac,d-84,,d-84-cognac-,0004038100,,
5060821280116,Active,"D-84, TAUPE COW MAGGIE",D-84 TAUPE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:11:53,taupe,d-84,,d-84-taupe-,0004038200,D-84 TAUPE,Yes
5061042999467,Active,D-84 | TAUPE | Size:ONE SIZE,D-84 | TAUPE | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 22 Card Coin Note Purse Taupe:  D-84,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-taupe-d-84-p4309,,0004038200,06/02/2024 13:04:31,taupe,d-84,,d-84-taupe-,0004038200,,
5060821280123,Active,D-84 NAVY COW MAGGIE,D-84 NAVY COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:12:09,navy,d-84,,d-84-navy-,0004038300,D-84 NAVY,Yes
5061042999405,Active,D-84 | NAVY | Size:ONE SIZE,D-84 | NAVY | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 22 Card Coin Note Purse Navy :  D-84,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-navy-d-84-p4306,,0004038300,06/02/2024 13:13:45,navy,d-84,,d-84-navy-,0004038300,,
5060821280130,Active,"D-84, RED COW MAGGIE",D-84 RED COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:12:27,red,d-84,,d-84-red-,0004038400,D-84 RED,Yes
5061042999382,Active,D-84 | RED | Size:ONE SIZE,D-84 | RED | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 22 Card Coin Note Purse Red :  D-84,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-red-d-84-p4308,,0004038400,06/02/2024 13:16:39,red,d-84,,d-84-red-,0004038400,,
5060821280147,Active,"D-84, YELLOW COW MAGGIE",D-84 YELLOW COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:12:46,yellow,d-84,,d-84-yellow-,0004038500,D-84 YELLOW,Yes
5061042999375,Active,D-84 | YELLOW | Size:ONE SIZE,D-84 | YELLOW | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 22 Card Coin Note Purse Yellow:  D-84,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-yellow-d-84-p4310,,0004038500,06/02/2024 13:17:48,yellow,d-84,,d-84-yellow-,0004038500,,
5060821280154,Active,"D-84, ORANGE COW MAGGIE",D-84 ORANGE COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:13:03,orange,d-84,,d-84-orange-,0004038600,D-84 ORANGE,Yes
5061042999399,Active,D-84 | ORANGE | Size:ONE SIZE,D-84 | ORANGE | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 22 Card Coin Note Purse Orange :  D-84,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-orange-d-84-p4307,,0004038600,06/02/2024 13:15:28,orange,d-84,,d-84-orange-,0004038600,,
5060821280161,Active,"D-84, GREEN COW MAGGIE",D-84 GREEN COW MAGGIE LEATHER PURSE,ASHWOOD,,,,,30/07/2020 19:13:23,green,d-84,,d-84-green-,0004038700,D-84 GREEN,Yes
5061042999412,Active,D-84 | GREEN | Size:ONE SIZE,D-84 | GREEN | Size:ONE SIZE | Vintage Woven Leather Zip Around Large 22 Card Coin Note Purse Green :  D-84,Ashwood,,https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-green-d-84-p4305,,0004038700,06/02/2024 13:11:59,green,d-84,,d-84-green-,0004038700,,
5060999703707,Active,C-54 -BLACK,CROC PRINTED LEATHER LARGE SHOULDER BAG,ASHWOOD,REINDEER,,,,21/02/2023 10:23:44,black,c-54,,c-54-black-,0004149900,,
5060999706586,Active,C-54 | BLACK | Size:ONE SIZE,C-54 | BLACK | Size:ONE SIZE | ,Ashwood,,,,0004149900,15/05/2023 16:13:06,black,c-54,,c-54-black-,0004149900,,
5060821289188,Active,"STYLE: C-54, COLOR: TAN",LEATHER HANDBAG,ASHWOOD,,,,,08/09/2022 13:02:03,tan,c-54,,c-54-tan-,0004150000,C-54 TAN,Yes
5060999706616,Active,C-54 | TAN | Size:ONE SIZE,C-54 | TAN | Size:ONE SIZE | Ashwood Leather Crocodile Print Two Section With Mid Purse Bag Tan: C-54,Ashwood,,https://www.leathercompany.co.uk/ladies-c3/ashwood-leather-crocodile-print-two-section-with-mid-purse-bag-tan-c-54-p5426,,0004150000,15/05/2023 16:17:08,tan,c-54,,c-54-tan-,0004150000,,
5060999703714,Active,C-54 - TEAL,CROC PRINTED LEATHER LARGE SHOULDER BAG,ASHWOOD,REINDEER,,,,21/02/2023 10:24:42,teal,c-54,,c-54-teal-,0004150100,,
5060999706623,Active,C-54 | TEAL | Size:ONE SIZE,C-54 | TEAL | Size:ONE SIZE | Ashwood Leather Crocodile Print Two Section With Mid Purse Bag Teal: C-54,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-leather-crocodile-print-two-section-with-mid-purse-bag-teal-c-54-p5427,,0004150100,15/05/2023 16:18:23,teal,c-54,,c-54-teal-,0004150100,,
5060999703738,Active,C-54 - GREEN,CROC PRINTED LEATHER LARGE SHOULDER BAG,ASHWOOD,REINDEER,,,,21/02/2023 10:26:24,green,c-54,,c-54-green-,0004150200,,
5060999706609,Active,C-54 | GREEN | Size:ONE SIZE,C-54 | GREEN | Size:ONE SIZE | Ashwood Leather Crocodile Print Two Section With Mid Purse Bag Green: C-54,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-leather-crocodile-print-two-section-with-mid-purse-bag-green-c-54-p5425,,0004150200,15/05/2023 16:15:53,green,c-54,,c-54-green-,0004150200,,
5060999703752,Active,C-55 - TAN,CROC PRINTED LEATHER SADDLE BAG,ASHWOOD,REINDEER,,,,21/02/2023 10:30:33,tan,c-55,,c-55-tan-,0004150400,C-55 TAN,Yes
5060999706661,Active,C-55 | TAN | Size:ONE SIZE,C-55 | TAN | Size:ONE SIZE | Ashwood Leather Crocodile Print Shoulder Bag Tan: C-55,Ashwood,,https://www.leathercompany.co.uk/handbags-c6/ashwood-leather-crocodile-print-shoulder-bag-tan-c-55-p5431,,0004150400,16/05/2023 10:52:01,tan,c-55,,c-55-tan-,0004150400,,
5060999703769,Active,C-55 - GREEN,CROC PRINTED LEATHER SADDLE BAG,ASHWOOD,REINDEER,,,,21/02/2023 10:31:30,green,c-55,,c-55-green-,0004150600,C-55 GREEN,Yes
